GOOG,Aug 1 2004,102.37
GOOG,Sep 1 2004,129.6
GOOG,Oct 1 2004,190.64
GOOG,Nov 1 2004,181.98
GOOG,Dec 1 2004,192.79
GOOG,Jan 1 2005,195.62
GOOG,Feb 1 2005,187.99
GOOG,Mar 1 2005,180.51
GOOG,Apr 1 2005,220
GOOG,May 1 2005,277.27
GOOG,Jun 1 2005,294.15
GOOG,Jul 1 2005,287.76
GOOG,Aug 1 2005,286
GOOG,Sep 1 2005,316.46
GOOG,Oct 1 2005,372.14
GOOG,Nov 1 2005,404.91
GOOG,Dec 1 2005,414.86
GOOG,Jan 1 2006,432.66
GOOG,Feb 1 2006,362.62
GOOG,Mar 1 2006,390
GOOG,Apr 1 2006,417.94
GOOG,May 1 2006,371.82
GOOG,Jun 1 2006,419.33
GOOG,Jul 1 2006,386.6
GOOG,Aug 1 2006,378.53
GOOG,Sep 1 2006,401.9
GOOG,Oct 1 2006,476.39
GOOG,Nov 1 2006,484.81
GOOG,Dec 1 2006,460.48
GOOG,Jan 1 2007,501.5
GOOG,Feb 1 2007,449.45
GOOG,Mar 1 2007,458.16
GOOG,Apr 1 2007,471.38
GOOG,May 1 2007,497.91
GOOG,Jun 1 2007,522.7
GOOG,Jul 1 2007,510
GOOG,Aug 1 2007,515.25
GOOG,Sep 1 2007,567.27
GOOG,Oct 1 2007,707
GOOG,Nov 1 2007,693
GOOG,Dec 1 2007,691.48
GOOG,Jan 1 2008,564.3
GOOG,Feb 1 2008,471.18
GOOG,Mar 1 2008,440.47
GOOG,Apr 1 2008,574.29
GOOG,May 1 2008,585.8
GOOG,Jun 1 2008,526.42
GOOG,Jul 1 2008,473.75
GOOG,Aug 1 2008,463.29
GOOG,Sep 1 2008,400.52
GOOG,Oct 1 2008,359.36
GOOG,Nov 1 2008,292.96
GOOG,Dec 1 2008,307.65
GOOG,Jan 1 2009,338.53
GOOG,Feb 1 2009,337.99
GOOG,Mar 1 2009,348.06
GOOG,Apr 1 2009,395.97
GOOG,May 1 2009,417.23
GOOG,Jun 1 2009,421.59
GOOG,Jul 1 2009,443.05
GOOG,Aug 1 2009,461.67
GOOG,Sep 1 2009,495.85
GOOG,Oct 1 2009,536.12
GOOG,Nov 1 2009,583
GOOG,Dec 1 2009,619.98
GOOG,Jan 1 2010,529.94
GOOG,Feb 1 2010,526.8
GOOG,Mar 1 2010,560.19